nome_original,nome_normalizado,frequencia,prevalencia,incluida_modelo,motivo
Acesso gratuito ao resort,acesso gratuito ao resort,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento pago na rua,estacionamento pago na rua,24,0.005404188245890566,False,fora do intervalo 10-90% ou não top10 por frequência
Cozinha compartilhada ao ar livre,cozinha compartilhada ao ar livre,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
HDTV com TV a cabo premium,hdtv com tv a cabo premium,12,0.002702094122945283,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 47 polegadas com TV a cabo,tv de alta definicao de 47 polegadas com tv a cabo,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 42 polegadas,tv de alta definicao de 42 polegadas,15,0.003377617653681603,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 43 polegadas com Amazon Prime Video, Disney+, Netflix","tv de alta definicao de 43 polegadas com amazon prime video, disney+, netflix",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Sauna privativa,sauna privativa,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Academia privativa (no prédio),academia privativa (no predio),8,0.0018013960819635217,False,fora do intervalo 10-90% ou não top10 por frequência
Máquina de lavar no prédio por Pago,maquina de lavar no predio por pago,40,0.009006980409817608,False,fora do intervalo 10-90% ou não top10 por frequência
TV com Netflix,tv com netflix,18,0.004053141184417924,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Da geladeira ,geladeira da geladeira,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Amazon Prime Video, Apple TV, Disney+, Netflix, TV a cabo premium","tv de alta definicao de 55 polegadas com amazon prime video, apple tv, disney+, netflix, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento gratuito em garagem na propriedade: 3 vagas,estacionamento gratuito em garagem na propriedade: 3 vagas,14,0.003152443143436163,False,fora do intervalo 10-90% ou não top10 por frequência
Acesso ao lago,acesso ao lago,29,0.006530060797117767,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 32 polegadas com Netflix,tv de alta definicao de 32 polegadas com netflix,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Cofre,cofre,35,0.007881107858590407,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina externa compartilhada,piscina externa compartilhada,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Academia compartilhada,academia compartilhada,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 50 polegadas com Chromecast, TV a cabo","tv de 50 polegadas com chromecast, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico Fischer,fogao eletrico fischer,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Fischer de aço inoxidável,forno fischer de aco inoxidavel,25,0.005629362756136005,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 50 polegadas,tv de alta definicao de 50 polegadas,19,0.004278315694663364,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão por indução,fogao por inducao,14,0.003152443143436163,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 43 polegadas com Amazon Prime Video,tv de 43 polegadas com amazon prime video,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Local para guardar as roupas: closet e guarda-roupa,local para guardar as roupas: closet e guarda-roupa,43,0.009682503940553928,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com Amazon Prime Video, Netflix, TV a cabo","tv de alta definicao de 50 polegadas com amazon prime video, netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sala de estar privada,sala de estar privada,6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 25 Mbps,wi-fi: 25 mbps,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Brastemp de aço inoxidável,fogao a gas brastemp de aco inoxidavel,9,0.002026570592208962,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 31 Mbps,wi-fi: 31 mbps,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (86 Mbps),wi-fi rapido (86 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 42 polegadas com Netflix,tv de alta definicao de 42 polegadas com netflix,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (306 Mbps),wi-fi rapido (306 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Local para guardar as roupas: cômoda,local para guardar as roupas: comoda,33,0.007430758838099527,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 70 polegadas com Amazon Prime Video, Disney+, HBO Max, Netflix","tv de alta definicao de 70 polegadas com amazon prime video, disney+, hbo max, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Equipamento para exercícios: tapete de ioga,equipamento para exercicios: tapete de ioga,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Livros e brinquedos infantis para crianças de 5 a 10 anos de idade,livros e brinquedos infantis para criancas de 5 a 10 anos de idade,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (501 Mbps),wi-fi rapido (501 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Samsung,geladeira samsung,7,0.0015762215717180816,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Esmaltec de aço inoxidável,fogao a gas esmaltec de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Esmaltec de aço inoxidável,forno esmaltec de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 43 polegadas com TV a cabo,tv de alta definicao de 43 polegadas com tv a cabo,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (122 Mbps),wi-fi rapido (122 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Midea,geladeira midea,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 40 polegadas com TV a cabo,tv de alta definicao de 40 polegadas com tv a cabo,6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Disney+, Netflix, TV a cabo premium, TV a cabo, Aparelho de DVD, Apple TV, HBO Max, Amazon Prime Video","tv de alta definicao de 55 polegadas com disney+, netflix, tv a cabo premium, tv a cabo, aparelho de dvd, apple tv, hbo max, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina compartilhada - disponível por estação do ano, disponível em horários específicos, terraço","piscina compartilhada - disponivel por estacao do ano, disponivel em horarios especificos, terraco",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV com Netflix, TV a cabo","tv com netflix, tv a cabo",4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Brastemp  de aço inoxidável,forno brastemp  de aco inoxidavel,8,0.0018013960819635217,False,fora do intervalo 10-90% ou não top10 por frequência
Café da Manhã,cafe da manha,8,0.0018013960819635217,False,fora do intervalo 10-90% ou não top10 por frequência
Secadora  (na unidade),secadora  (na unidade),12,0.002702094122945283,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som com Bluetooth,sistema de som com bluetooth,11,0.0024769196126998424,False,fora do intervalo 10-90% ou não top10 por frequência
Cercadinho/berço portátil: disponível mediante solicitação,cercadinho/berco portatil: disponivel mediante solicitacao,9,0.002026570592208962,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Cervejeira,geladeira cervejeira,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Cafeteira: Nespresso, cafeteira com coador","cafeteira: nespresso, cafeteira com coador",6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
Máquina de lavar  (na unidade),maquina de lavar  (na unidade),42,0.009457329430308489,False,fora do intervalo 10-90% ou não top10 por frequência
Aquecedor portátil,aquecedor portatil,6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
Churrasqueira privativa: a gás,churrasqueira privativa: a gas,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Netflix, HBO Max, Disney+, Amazon Prime Video","tv de alta definicao de 55 polegadas com netflix, hbo max, disney+, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (77 Mbps),wi-fi rapido (77 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão Other,fogao other,22,0.004953839225399685,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Do fogão a gás ,forno normal do fogao a gas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento gratuito em garagem na propriedade,estacionamento gratuito em garagem na propriedade,36,0.008106282368835848,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com TV a cabo premium, TV a cabo, Netflix","tv de alta definicao de 55 polegadas com tv a cabo premium, tv a cabo, netflix",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Dove para o corpo,sabonete dove para o corpo,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 42 polegadas com Amazon Prime Video,tv de alta definicao de 42 polegadas com amazon prime video,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Livros e brinquedos infantis para crianças de 2 a 5 anos de idade,livros e brinquedos infantis para criancas de 2 a 5 anos de idade,11,0.0024769196126998424,False,fora do intervalo 10-90% ou não top10 por frequência
Banheira de bebê: disponível mediante solicitação,banheira de bebe: disponivel mediante solicitacao,7,0.0015762215717180816,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Panasonic ,geladeira panasonic,13,0.0029272686331907227,False,fora do intervalo 10-90% ou não top10 por frequência
Forno duplo Electrolux  de aço inoxidável,forno duplo electrolux  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa compartilhada - disponível o ano todo, disponível em horários específicos","piscina externa compartilhada - disponivel o ano todo, disponivel em horarios especificos",3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Fogueira,fogueira,50,0.01125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 40 polegadas,tv de alta definicao de 40 polegadas,7,0.0015762215717180816,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão fischer,fogao fischer,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento gratuito em local coberto na propriedade,estacionamento gratuito em local coberto na propriedade,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Churrasqueira privativa: a carvão, a lenha","churrasqueira privativa: a carvao, a lenha",16,0.0036027921639270434,False,fora do intervalo 10-90% ou não top10 por frequência
"Cafeteira: máquina de espresso, cafeteira com coador","cafeteira: maquina de espresso, cafeteira com coador",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Entrada/saída para esquis,entrada/saida para esquis,8,0.0018013960819635217,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 48 polegadas com Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix, TV a cabo premium, TV a cabo","tv de alta definicao de 48 polegadas com amazon prime video, apple tv, disney+, hbo max, netflix, tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
